# Data file created with Moltemplate, Ovito, LAMMPS 12-September-2022
	622 atoms
	1 atom types
	0.0 30.5 xlo xhi
	0.0 30.0 ylo yhi
	0.0 55.0 zlo zhi

Atoms  # full

1 1 1 0.0 1.3527316807 0.0 0.0
2 1 1 0.0 0.0 0.781 0.0
3 1 1 0.0 0.0 2.343 0.0
4 1 1 0.0 1.3527316807 3.124 0.0
5 1 1 0.0 4.0581950421 0.0 0.0
6 1 1 0.0 2.7054633614 0.781 0.0
7 1 1 0.0 2.7054633614 2.343 0.0
8 1 1 0.0 4.0581950421 3.124 0.0
9 1 1 0.0 6.7636584036 0.0 0.0
10 1 1 0.0 5.4109267228 0.781 0.0
11 1 1 0.0 5.4109267228 2.343 0.0
12 1 1 0.0 6.7636584036 3.124 0.0
13 1 1 0.0 9.469121765 0.0 0.0
14 1 1 0.0 8.1163900843 0.781 0.0
15 1 1 0.0 8.1163900843 2.343 0.0
16 1 1 0.0 9.469121765 3.124 0.0
17 1 1 0.0 12.1745851264 0.0 0.0
18 1 1 0.0 10.8218534457 0.781 0.0
19 1 1 0.0 10.8218534457 2.343 0.0
20 1 1 0.0 12.1745851264 3.124 0.0
21 1 1 0.0 14.8800484878 0.0 0.0
22 1 1 0.0 13.5273168071 0.781 0.0
23 1 1 0.0 13.5273168071 2.343 0.0
24 1 1 0.0 14.8800484878 3.124 0.0
25 1 1 0.0 17.5855118492 0.0 0.0
26 1 1 0.0 16.2327801685 0.781 0.0
27 1 1 0.0 16.2327801685 2.343 0.0
28 1 1 0.0 17.5855118492 3.124 0.0
29 1 1 0.0 20.2909752107 0.0 0.0
30 1 1 0.0 18.93824353 0.781 0.0
31 1 1 0.0 18.93824353 2.343 0.0
32 1 1 0.0 20.2909752107 3.124 0.0
33 1 1 0.0 22.9964385721 0.0 0.0
34 1 1 0.0 21.6437068914 0.781 0.0
35 1 1 0.0 21.6437068914 2.343 0.0
36 1 1 0.0 22.9964385721 3.124 0.0
37 1 1 0.0 25.7019019335 0.0 0.0
38 1 1 0.0 24.3491702528 0.781 0.0
39 1 1 0.0 24.3491702528 2.343 0.0
40 1 1 0.0 25.7019019335 3.124 0.0
41 1 1 0.0 28.4073652949 0.0 0.0
42 1 1 0.0 27.0546336142 0.781 0.0
43 1 1 0.0 27.0546336142 2.343 0.0
44 1 1 0.0 28.4073652949 3.124 0.0
45 1 1 0.0 29.7600969756 0.781 0.0
46 1 1 0.0 29.7600969756 2.343 0.0
47 1 1 0.0 1.3527316807 4.686 0.0
48 1 1 0.0 0.0 5.467 0.0
49 1 1 0.0 0.0 7.029 0.0
50 1 1 0.0 1.3527316807 7.81 0.0
51 1 1 0.0 4.0581950421 4.686 0.0
52 1 1 0.0 2.7054633614 5.467 0.0
53 1 1 0.0 2.7054633614 7.029 0.0
54 1 1 0.0 4.0581950421 7.81 0.0
55 1 1 0.0 6.7636584036 4.686 0.0
56 1 1 0.0 5.4109267228 5.467 0.0
57 1 1 0.0 5.4109267228 7.029 0.0
58 1 1 0.0 6.7636584036 7.81 0.0
59 1 1 0.0 9.469121765 4.686 0.0
60 1 1 0.0 8.1163900843 5.467 0.0
61 1 1 0.0 8.1163900843 7.029 0.0
62 1 1 0.0 9.469121765 7.81 0.0
63 1 1 0.0 12.1745851264 4.686 0.0
64 1 1 0.0 10.8218534457 5.467 0.0
65 1 1 0.0 10.8218534457 7.029 0.0
66 1 1 0.0 12.1745851264 7.81 0.0
67 1 1 0.0 14.8800484878 4.686 0.0
68 1 1 0.0 13.5273168071 5.467 0.0
69 1 1 0.0 13.5273168071 7.029 0.0
70 1 1 0.0 14.8800484878 7.81 0.0
71 1 1 0.0 17.5855118492 4.686 0.0
72 1 1 0.0 16.2327801685 5.467 0.0
73 1 1 0.0 16.2327801685 7.029 0.0
74 1 1 0.0 17.5855118492 7.81 0.0
75 1 1 0.0 20.2909752107 4.686 0.0
76 1 1 0.0 18.93824353 5.467 0.0
77 1 1 0.0 18.93824353 7.029 0.0
78 1 1 0.0 20.2909752107 7.81 0.0
79 1 1 0.0 22.9964385721 4.686 0.0
80 1 1 0.0 21.6437068914 5.467 0.0
81 1 1 0.0 21.6437068914 7.029 0.0
82 1 1 0.0 22.9964385721 7.81 0.0
83 1 1 0.0 25.7019019335 4.686 0.0
84 1 1 0.0 24.3491702528 5.467 0.0
85 1 1 0.0 24.3491702528 7.029 0.0
86 1 1 0.0 25.7019019335 7.81 0.0
87 1 1 0.0 28.4073652949 4.686 0.0
88 1 1 0.0 27.0546336142 5.467 0.0
89 1 1 0.0 27.0546336142 7.029 0.0
90 1 1 0.0 28.4073652949 7.81 0.0
91 1 1 0.0 29.7600969756 5.467 0.0
92 1 1 0.0 29.7600969756 7.029 0.0
93 1 1 0.0 1.3527316807 9.37 0.0
94 1 1 0.0 0.0 10.151 0.0
95 1 1 0.0 0.0 11.713 0.0
96 1 1 0.0 1.3527316807 12.494 0.0
97 1 1 0.0 4.0581950421 9.37 0.0
98 1 1 0.0 2.7054633614 10.151 0.0
99 1 1 0.0 2.7054633614 11.713 0.0
100 1 1 0.0 4.0581950421 12.494 0.0
101 1 1 0.0 6.7636584036 9.37 0.0
102 1 1 0.0 5.4109267228 10.151 0.0
103 1 1 0.0 5.4109267228 11.713 0.0
104 1 1 0.0 6.7636584036 12.494 0.0
105 1 1 0.0 9.469121765 9.37 0.0
106 1 1 0.0 8.1163900843 10.151 0.0
107 1 1 0.0 8.1163900843 11.713 0.0
108 1 1 0.0 9.469121765 12.494 0.0
109 1 1 0.0 12.1745851264 9.37 0.0
110 1 1 0.0 10.8218534457 10.151 0.0
111 1 1 0.0 10.8218534457 11.713 0.0
112 1 1 0.0 12.1745851264 12.494 0.0
113 1 1 0.0 14.8800484878 9.37 0.0
114 1 1 0.0 13.5273168071 10.151 0.0
115 1 1 0.0 13.5273168071 11.713 0.0
116 1 1 0.0 14.8800484878 12.494 0.0
117 1 1 0.0 17.5855118492 9.37 0.0
118 1 1 0.0 16.2327801685 10.151 0.0
119 1 1 0.0 16.2327801685 11.713 0.0
120 1 1 0.0 17.5855118492 12.494 0.0
121 1 1 0.0 20.2909752107 9.37 0.0
122 1 1 0.0 18.93824353 10.151 0.0
123 1 1 0.0 18.93824353 11.713 0.0
124 1 1 0.0 20.2909752107 12.494 0.0
125 1 1 0.0 22.9964385721 9.37 0.0
126 1 1 0.0 21.6437068914 10.151 0.0
127 1 1 0.0 21.6437068914 11.713 0.0
128 1 1 0.0 22.9964385721 12.494 0.0
129 1 1 0.0 25.7019019335 9.37 0.0
130 1 1 0.0 24.3491702528 10.151 0.0
131 1 1 0.0 24.3491702528 11.713 0.0
132 1 1 0.0 25.7019019335 12.494 0.0
133 1 1 0.0 28.4073652949 9.37 0.0
134 1 1 0.0 27.0546336142 10.151 0.0
135 1 1 0.0 27.0546336142 11.713 0.0
136 1 1 0.0 28.4073652949 12.494 0.0
137 1 1 0.0 29.7600969756 10.151 0.0
138 1 1 0.0 29.7600969756 11.713 0.0
139 1 1 0.0 1.3527316807 14.058 0.0
140 1 1 0.0 0.0 14.839 0.0
141 1 1 0.0 0.0 16.401 0.0
142 1 1 0.0 1.3527316807 17.182 0.0
143 1 1 0.0 4.0581950421 14.058 0.0
144 1 1 0.0 2.7054633614 14.839 0.0
145 1 1 0.0 2.7054633614 16.401 0.0
146 1 1 0.0 4.0581950421 17.182 0.0
147 1 1 0.0 6.7636584036 14.058 0.0
148 1 1 0.0 5.4109267228 14.839 0.0
149 1 1 0.0 5.4109267228 16.401 0.0
150 1 1 0.0 6.7636584036 17.182 0.0
151 1 1 0.0 9.469121765 14.058 0.0
152 1 1 0.0 8.1163900843 14.839 0.0
153 1 1 0.0 8.1163900843 16.401 0.0
154 1 1 0.0 9.469121765 17.182 0.0
155 1 1 0.0 12.1745851264 14.058 0.0
156 1 1 0.0 10.8218534457 14.839 0.0
157 1 1 0.0 10.8218534457 16.401 0.0
158 1 1 0.0 12.1745851264 17.182 0.0
159 1 1 0.0 14.8800484878 14.058 0.0
160 1 1 0.0 13.5273168071 14.839 0.0
161 1 1 0.0 13.5273168071 16.401 0.0
162 1 1 0.0 14.8800484878 17.182 0.0
163 1 1 0.0 17.5855118492 14.058 0.0
164 1 1 0.0 16.2327801685 14.839 0.0
165 1 1 0.0 16.2327801685 16.401 0.0
166 1 1 0.0 17.5855118492 17.182 0.0
167 1 1 0.0 20.2909752107 14.058 0.0
168 1 1 0.0 18.93824353 14.839 0.0
169 1 1 0.0 18.93824353 16.401 0.0
170 1 1 0.0 20.2909752107 17.182 0.0
171 1 1 0.0 22.9964385721 14.058 0.0
172 1 1 0.0 21.6437068914 14.839 0.0
173 1 1 0.0 21.6437068914 16.401 0.0
174 1 1 0.0 22.9964385721 17.182 0.0
175 1 1 0.0 25.7019019335 14.058 0.0
176 1 1 0.0 24.3491702528 14.839 0.0
177 1 1 0.0 24.3491702528 16.401 0.0
178 1 1 0.0 25.7019019335 17.182 0.0
