Time-step Force_Upper Force_Lower
157500 1.4231029064349240976 2.6878767378301020585
161000 -1.4752453680070205522 -1.5885038274566680716
164500 -1.2042924836191220006 0.60280727440455317279
168000 1.3030854957810205086 1.3672609242015529851
171500 -0.82049237046473921797 1.099737270935346789
175000 0.1913374727240855222 1.8997563396785392964
178500 -0.19719025200696524425 -1.3432061016219822847
182000 0.076917919063703710236 -0.46426620934490103743
185500 0.065978006432636626677 -1.2709815822533134799
189000 0.27989710728598460321 0.41711592293793153807
192500 1.4811953644183764034 2.9373155252325595654
196000 0.036011732007514951626 4.3100831348195560722
199500 -3.6662777587312600502 -0.25405255790159320117
203000 0.34132014895939938315 0.13683911326784570228
206500 -1.2220252767787260773 1.9590686214896724238
210000 -2.4699787937289765516 1.8747452769909389581
213500 0.010328891271054851941 2.2412113286521195832
217000 -0.53875536580947958054 0.63360010278923917237
220500 0.084274746541478373629 1.1166230213089587409
224000 -1.3137982936013119506 1.9505549075747867782
227500 0.21164729783348645853 2.2718583947356605357
231000 2.9126073730520083416 1.770924903226937186
234500 -0.25866313275467700539 2.1168432526682194883
238000 -1.6212857050183999696 1.5862409794709217969
241500 2.1619715315148644308 -0.1643084805758643907
245000 0.90603970737142580649 0.27557009353707961896
248500 0.31641122611695482458 -1.0176800249727953052
252000 -2.9840098570022175473 -0.016581328398930006429
255500 -0.78898546520131651594 0.34445780311134011065
259000 1.5634150681520262438 -2.1470226667695042622
262500 0.7307294997578374085 0.02944913391674508496
266000 -2.9833366587715408613 1.6267859371328312612
269500 -2.747108881562915883 1.0388473994352445118
273000 -0.59090600506912216439 -0.89948880129903496794
276500 0.52398005520078350106 2.329005901966170633
280000 -1.2808655054702693388 0.4381752772154896558
283500 -0.70583727394716044845 0.93665169615990928609
287000 0.19158428625908846543 0.30316272248948927803
290500 0.33763774835842252919 -1.0110391573704786694
294000 -3.467185814417011791 -1.1549434723118623403
297500 -0.21251500897695613235 2.0595466694735926616
301000 -1.1382396332415711804 -1.517586302862537595
304500 0.41911506193295217093 2.8250753326627302542
308000 0.7450118776730676462 -0.31981172524061363127
311500 -4.5852753519604068089 2.0448928384168332251
315000 -1.3370303809277395146 -1.6915481011000905731
318500 -2.1369671098436477941 0.89837445518722292004
322000 -3.8273056614581522084 -0.42684043286497846958
325500 -4.5996935885364917951 -0.63913826246376714835
329000 -2.0980141596178536467 2.3009143669908538321
332500 -0.17632885585447777288 -1.2415140512930620265
336000 0.34506765335946210094 0.072487154854603136345
339500 -1.8701474557590564984 2.4705446081768487332
343000 0.26543669687145859948 3.755643557783134856
346500 -0.94700694211927638477 -0.55764478751000257084
350000 -0.20817182731779562688 -2.8593016475848371805
353500 -0.23541186066424779622 0.15275582392746717142
357000 -1.7684752287746214883 -1.2237729294732668794
360500 0.10692163373601921983 -0.8447413522483090409
364000 0.12752499967861458119 2.3580141350985073245
367500 0.84274731255348500625 1.2347684521705226679
371000 1.4679392741895758157 0.88769574774369053305
374500 2.5643518198527281982 -0.51818225001993156731
378000 3.0582900762523390625 -0.075004319915956643716
381500 -3.0745130258401474066 0.18273729734271160208
385000 2.23978176564710596 0.59788693302496620507
388500 -1.0963909907857949388 2.495286663342459299
392000 2.5699829928535380397 0.99921432120312114744
395500 -8.0014464720226161631 -0.45552084398056236214
399000 1.1214391134185870413 -1.8208797260281857078
402500 -0.21425615531051667162 3.4755137877118968959
406000 -2.1617594002465367886 1.3253400566222039991
409500 -0.9125879019123420699 -1.6027427291724163361
413000 -0.16627574609003914485 1.0501908297191810959
416500 1.8672411898151621834 0.13535607921461456638
420000 -2.9289916089957763745 1.0512476802082841854
423500 -1.0008727787576274793 -1.9422153159054638127
427000 1.1280743449000312228 1.78884304676126904
430500 -0.6018142026466315464 -1.1138594321522692354
434000 1.0783569168954556527 0.50732898846107910007
437500 2.7896157313995715299 1.6506076134920992793
441000 -1.1344299163328155355 -0.7019876756252884098
444500 0.446863537136371336 -1.6224126959784217483
448000 -1.1855798416142366847 3.6301239114913488315
451500 -0.3567192252949231146 -0.97304311122735442918
455000 0.48952200272289714267 0.027994986396448484633
458500 -1.7482365217473943009 1.8385597518772496262
462000 -3.2994521672995293926 2.5649969817331332855
465500 0.53003107488044565176 -0.76081551621680998387
469000 -1.5177147282255849525 1.038835493387247455
472500 -1.0785191984145898747 2.9789658696493264145
476000 0.55960026279852070896 0.65509931621050954131
479500 2.6786836005052405696 -0.10000165096812296817
483000 1.6217229057199951114 3.2416143755167192708
486500 -0.47657863869442484983 3.4057320498946399567
490000 1.1631679871015045968 2.3028086016591182705
493500 0.14122460228235325652 0.22135680801691193231
497000 -0.19089329766819657097 -1.9849201414995245596
500500 0.63496392405188317731 -0.99612466339895211487
504000 2.2148774949579790317 2.0265843318604619405
507500 -1.8355991659048993547 -1.3974576749279248311
511000 -7.7287739444102365738 -0.4744818503327444259
514500 0.34392390753077106691 0.20251959734159863391
518000 -1.8248847754845023417 1.9454870967983710628
521500 1.3986279366499199117 1.6067188169881490012
525000 -1.316469448998724312 0.5900673392484284685
528500 -1.5631946510283147855 1.7069965501867871982
532000 1.33677284845258737 3.7717848454566085259
535500 -0.21844813066939849922 -1.1229238177206521954
539000 -1.6007431928578434999 -0.57645855473267282321
542500 -5.1245569252918317105 0.55854230123832548927
546000 -1.9452419688630722128 -0.55331830114500335505
549500 -1.2986050293045887649 2.8787092804044482897
553000 -1.6956201476400063477 -3.7587279473376629113
556500 -0.00085484315160788693078 -0.78726797511387114348
560000 0.71742148116532811208 0.62414190646279554819
563500 0.41137839173546664195 3.1459217681549604961
567000 -0.83515519663534731887 2.8961216959458728759
570500 1.0123034872499008241 3.1771996805732696245
574000 -0.69022534158020609762 -1.7637274931902666708
577500 -1.6862442805235509091 0.7609450948372942225
581000 2.0747638902046734444 1.1313477597948220499
584500 0.6667928296784116915 0.78740035580341805055
588000 -2.0859608375221938559 1.5151707506894378508
591500 -2.219940921909342002 -1.1202771469069547905
595000 -0.067601798328724593823 2.2183870980292410557
598500 0.088924737620766247659 3.8931650626150089423
602000 -2.4038196745043545199 2.4913613289945026885
605500 -2.0898015195522239296 0.096976778758110504519
609000 -0.88748590355422363185 -1.0861266556763657931
612500 1.9346924604177289098 2.4066245374745962593
616000 -0.76982311625859312088 1.0309256187603819122
619500 1.3472486935101586347 1.4414785416071660418
623000 -1.2585885020670202206 1.3008599079472515925
626500 0.33965852059897982951 5.006072272114867161
630000 -0.94167284425672381776 1.9367811230147162771
633500 0.3594143700141857467 0.72586786409530368314
637000 0.51619050934576482526 0.50502292079891453191
640500 -1.2002653926410975505 0.10935299433000186808
644000 -2.0951128014495989937 0.37992577873662436438
647500 0.46636560051776421165 1.0960452189871923157
651000 -2.4000460945694270798 5.2119953223080743854
654500 -0.98686364919073721325 -0.22835679612992179632
658000 -1.5468843406722874168 -0.33693498796377729931
661500 -3.2606727167204248019 0.091675970105128623544
665000 -0.34023286574853428554 0.92571467050963374135
668500 -0.51488865630167923726 1.4535571486224498905
672000 -1.888424533160908414 0.29909906114045597958
675500 1.7230814028911272118 -1.2598576176271827354
679000 -0.9565271012830650621 0.94655899579972213598
682500 -2.3772861703272130107 0.36297025438641883355
686000 -2.5551091418828955071 -0.21953494716475507875
689500 0.75311314493410452808 0.94732608252087802114
693000 -1.0392325417025387591 -0.13795234206308742975
696500 -1.104619655172286885 0.48149959854553620042
700000 -2.7730137617105157233 -0.22953656172121741919
703500 -0.31348049720596826706 0.644949105534324163
707000 0.49084406170861388796 -0.31656403690820450469
710500 -0.97507834911238155939 -3.1653441383745528626
714000 0.42031543699552864624 2.0786422041259360327
717500 0.67682982228503885125 0.45141731349370839421
721000 -2.3858705198216245691 -0.73239562357395415759
724500 0.54173788931010791181 3.6213834802579905059
728000 -0.67249302626107609893 7.5076167982447046256
731500 -0.30607145071419111781 -0.06032960996105612983
735000 3.4328305343975999975 0.63309942272798380714
738500 0.82689214679422917698 -0.092633539220248528601
742000 -3.3517791467493207591 -1.8484514332473174214
745500 0.28333686808733155038 2.0920572079475125982
749000 2.1668095912039246898 -2.521731409442014904
752500 1.0323436946753781207 0.10141578818218643931
756000 1.0890314270917376138 -0.20624969423013000958
759500 -0.22047340575348384206 -1.1018862835470357719
763000 0.056827393610763235476 0.54935656935783339083
766500 -0.81242956653510989273 -1.5015718891262928025
770000 1.9294544869304752766 0.18930637373855568883
773500 -0.56012894233217114248 -0.36120195556060341602
777000 1.4568475577097244056 0.71567477580329319498
780500 -1.1129118066829706279 2.0067970614973247301
784000 -0.69077820358415731317 1.1554729680769284528
787500 -1.234850827081880098 -1.7794150229898486604
791000 -1.413308412794249902 2.1304449437471357776
794500 -0.78565318991705501706 1.1908574084025387307
798000 -0.92544126230033463276 4.5368616210920791332
801500 2.4840123901892803282 1.5488370320546538395
805000 1.9756138225426669308 -0.43932421932524762243
808500 -0.47879773039922279843 0.074007093651294986181
812000 4.676631481478460195 0.35854663236663536496
815500 -3.5400375897781692913 -1.3116190660775712828
819000 -0.3450178156298517318 0.13790174883821149088
822500 -0.86761897081641281559 -1.758051633921146939
826000 -0.0069019609176137475259 2.3083077972068415384
829500 0.32450034066604993566 0.18228165358531450702
833000 -4.5799862894903533572 -0.20764962177051271563
836500 -0.251379968211809246 1.8482557582254584005
840000 -1.7351616481442571072 1.2201878184002037386
843500 1.895727285101630466 1.2944628815897436525
847000 -1.1384479540976695233 1.9458300814126203715
850500 -1.0723342802276207841 2.5772286536550081948
854000 -0.69821972768811657595 -0.21284210612829512765
857500 0.15607398694396618088 1.1296227690209577066
861000 1.0430070616692397323 0.1969576653479687689
864500 -1.6546287838919715441 -0.725462104103829164
868000 0.69549108886901889193 -1.273438964786152372
871500 -0.30239557672804429078 0.95455944367175549203
875000 -0.58993569289029390568 -1.4488435492931204251
878500 0.23699341362639297914 1.297928809837363584
882000 -1.2820178307403897744 1.873668074733061184
885500 0.37282276734843822208 1.198509586089088419
889000 -1.0335522183351644188 0.8206558718556145049
892500 -0.12730811952720066937 1.3482019242580749463
896000 -0.1696559235364245577 0.041877548710274270505
899500 -0.55973579722429467331 -0.80277163059402978362
903000 -0.21683551760460711977 4.8852055694570850619
906500 -0.25098492236005720546 0.47974558893509466895
910000 -1.7136061102349957608 -0.14443998443027927792
913500 0.35974702266881652957 -0.074033936276473824578
917000 -0.91881682249938889662 1.8919291400541542458
920500 -3.2695216906027586568 -0.62887551991045598232
924000 -0.33350291473841836565 0.034719832357847785209
927500 -0.0018231505296654737514 0.68295956851756267625
931000 -4.1710270719426194574 3.1431218222091028558
934500 -0.82315341776409556296 0.47364300600255654361
938000 3.6122594227047493121 3.171079329798693891
941500 -0.54386249552438559185 -2.0825955986010868948
945000 -1.7321253657160009531 0.79871090209464568055
948500 -2.3253175673099293341 -1.5410069087558411205
952000 -1.6523967461642126153 -5.3352332594508542485
955500 -0.67654586457382159814 -0.1140179857471256275
959000 3.4516814122918306751 1.8077723074969012096
962500 0.15274029533468924669 -0.24511296205334320852
966000 3.3782536051335463334 -0.43759976256656085702
969500 -0.67852877418169232904 2.1733253138598089826
973000 -0.1837540104513939454 2.9854657685487309138
976500 0.17334507343970717574 0.33320806916348238991
980000 -0.81723621467899665305 -2.7086139489864100582
983500 -1.7359510656227379322 2.9254379912295789268
987000 2.1742389327911744168 -0.15798924737369623994
990500 0.018014222042386937583 0.89882558922490141118
994000 -0.90143822440623000425 1.598874968662530982
997500 0.89910010964456077431 2.3383991050188264182
1001000 -3.2443006723018541493 -1.466578750926560204
1004500 -2.7541807442357475466 1.7303385161901483347
1008000 -1.5056524968036653078 -3.2328138131031254332
1011500 0.58638960741300882873 2.3961692212663683321
1015000 0.087300712597066509879 -1.2275034995906011215
1018500 0.35860059587957071603 0.54116193432512593731
1022000 -2.9389384848741681999 -1.5285899950683912163
1025500 -0.91346103062178962695 -0.12448490200799888772
1029000 -1.9442817783204828785 -0.0022392513008368808425
1032500 -2.6382861827490855511 0.035296128143175231617
1036000 -1.9186566718397366493 0.90637441309585797811
1039500 -4.7214175807483771408 1.7610290714850258542
1043000 -2.4234996307311376107 -0.40759921937634391309
1046500 0.04531750952195512383 -0.44710966717194927655
1050000 -4.5952695986934646299 -1.4763535991438496708
1053500 2.1096397805915692025 0.85268837621266380111
1057000 -1.3743598751746668452 0.57077802833969559781
1060500 -2.9879840579021359481 0.62519099705581693271
1064000 -1.6217857360345178108 -0.13876746924674332462
1067500 2.042527936652370979 -0.21815755739513736922
1071000 -0.3955685628185111602 1.0262623873307079592
1074500 -0.43353388257612585077 -1.2935659596519795134
1078000 -2.0037149525194375421 -0.85269444332859523072
1081500 0.13831059215419949648 -0.90069958654985859958
1085000 1.0142519559503129223 0.15709721438413476458
1088500 1.2267596255812360795 0.8808640164068128886
1092000 0.2416173082919464421 0.6024480028703751433
1095500 -1.7881162755236132966 0.68692247066212641649
1099000 -1.894534652868256952 -1.2357829542899532171
1102500 1.384445779223167694 -3.8960526046132932798
1106000 1.4880580688959372804 -2.8616098748590181877
1109500 -1.7821959823392130584 1.6165750687805711117
