# Chunk-averaged data for fix binvelocity_data and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx
161000 31 1949.0000000000002
  8 13.75 46.2377 -8.57559e-05
  9 15.5833 49.3363 0.000306037
  10 17.4167 46.69 7.68614e-05
  11 19.25 46.588 0.00043316
  12 21.0833 48.39 0.000213461
  13 22.9167 47.2826 -7.20272e-05
  14 24.75 47.136 -8.50997e-05
  15 26.5833 47.7723 -0.000203102
  16 28.4167 48.4394 -0.000274751
  17 30.25 46.418 0.000129038
  18 32.0833 48.1414 0.000399557
  19 33.9167 50.3537 0.000226011
  20 35.75 46.8343 0.000344365
  21 37.5833 49.54 0.000309608
  22 39.4167 44.8214 0.000408446
  23 41.25 48.566 0.000439523
  24 43.0833 51.8454 0.000347032
  25 44.9167 35.23 0.00016365
  26 46.75 78.8171 0.00027095
  27 48.5833 0.238571 0.00190839
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1165500 31 1948.9999999999993
  1 0.916667 362 -0.0017
  2 2.75 61.5637 -0.000107193
  3 4.58333 31.5114 -0.000210999
  4 6.41667 57.0989 -6.48662e-05
  5 8.25 43.8009 -1.04746e-05
  6 10.0833 49.4514 -0.000110696
  7 11.9167 48.0363 -1.39042e-05
  8 13.75 48.3177 0.000147948
  9 15.5833 47.5326 4.28361e-05
  10 17.4167 47.8 0.000324477
  11 19.25 47.3994 -2.22885e-05
  12 21.0833 47.6651 4.65924e-05
  13 22.9167 45.2729 0.000232563
  14 24.75 48.3843 0.000604009
  15 26.5833 46.88 0.000387064
  16 28.4167 47.194 0.000579936
  17 30.25 48.0669 0.000595167
  18 32.0833 49.0937 0.000473643
  19 33.9167 47.8409 0.000398009
  20 35.75 50.0611 0.000243259
  21 37.5833 49.3691 0.000217045
  22 39.4167 47.6011 0.000183256
  23 41.25 49.6951 0.000289207
  24 43.0833 50.5797 0.000229274
  25 44.9167 36.744 0.000467105
  26 46.75 78.0277 0.000685519
  27 48.5833 0.012 0.000359718
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1169000 31 1949
  1 0.916667 362.047 -0.00169967
  2 2.75 62.9569 -8.88639e-05
  3 4.58333 31.5811 -0.00011129
  4 6.41667 57.4297 -9.12444e-05
  5 8.25 45.622 -0.000196182
  6 10.0833 48.6271 1.58322e-05
  7 11.9167 47.1574 0.000194727
  8 13.75 48.9017 9.33018e-05
  9 15.5833 48.1294 -3.05854e-05
  10 17.4167 49.0163 -0.000178683
  11 19.25 46.7491 -0.000148714
  12 21.0833 48.6917 -7.90111e-05
  13 22.9167 48.4589 2.37065e-05
  14 24.75 50.304 0.000330045
  15 26.5833 48.4137 0.000483318
  16 28.4167 48.2206 0.000606215
  17 30.25 46.6834 0.000633037
  18 32.0833 49.8857 0.000354502
  19 33.9167 47.8469 0.000502652
  20 35.75 46.5637 0.000332424
  21 37.5833 47.8457 0.000409174
  22 39.4167 45.7629 0.000262872
  23 41.25 46.3923 0.000442043
  24 43.0833 52.5837 0.000393932
  25 44.9167 37.7266 0.000557255
  26 46.75 73.3411 0.000623621
  27 48.5833 0.0614286 0.00150101
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1172500 31 1949.0000000000002
  1 0.916667 362.055 -0.00170008
  2 2.75 63.0269 -7.40253e-05
  3 4.58333 31.85 -4.63073e-05
  4 6.41667 54.9569 -0.000161225
  5 8.25 43.5637 -0.000401596
  6 10.0833 49.1069 -6.68987e-05
  7 11.9167 46.1949 9.67341e-05
  8 13.75 48.4123 0.000362975
  9 15.5833 47.088 0.000268087
  10 17.4167 49.1166 0.000172114
  11 19.25 45.2003 4.48632e-05
  12 21.0833 50.5534 0.000234354
  13 22.9167 46.6651 0.000291222
  14 24.75 50.1291 0.000124172
  15 26.5833 47.5189 0.000202872
  16 28.4167 46.9854 0.000310426
  17 30.25 47.3311 0.000208655
  18 32.0833 48.626 7.61066e-05
  19 33.9167 49.1203 0.000294792
  20 35.75 46.9743 0.000400266
  21 37.5833 47.348 0.000482028
  22 39.4167 49.568 0.000495506
  23 41.25 46.0149 0.000441174
  24 43.0833 54.6189 0.000779918
  25 44.9167 37.4311 0.000661525
  26 46.75 77.4477 0.000669379
  27 48.5833 0.0965714 0.00234369
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1176000 31 1949.0000000000002
  1 0.916667 362.024 -0.00169995
  2 2.75 65.3694 -0.00029973
  3 4.58333 29.6523 -0.000273321
  4 6.41667 60.1229 -3.89484e-05
  5 8.25 46.4937 0.000138318
  6 10.0833 47.1031 0.000218637
  7 11.9167 49.872 0.000374016
  8 13.75 45.2463 0.000288409
  9 15.5833 49.032 6.77978e-05
  10 17.4167 46.4283 3.98785e-05
  11 19.25 49.2997 -0.000257188
  12 21.0833 43.9037 -9.83844e-05
  13 22.9167 50.2234 4.75904e-06
  14 24.75 47.2657 -0.000146784
  15 26.5833 46.1114 0.000312727
  16 28.4167 47.1811 0.000776654
  17 30.25 49.9254 0.00049558
  18 32.0833 46.4591 0.000422157
  19 33.9167 46.3457 0.000768038
  20 35.75 48.9911 0.000711466
  21 37.5833 46.5397 0.00055521
  22 39.4167 47.8671 0.000626136
  23 41.25 48.1051 0.000318718
  24 43.0833 52.5506 0.000345811
  25 44.9167 37.21 0.000421734
  26 46.75 77.4191 0.000346269
  27 48.5833 0.258 0.00225088
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1179500 31 1949
  1 0.916667 362 -0.0017
  2 2.75 66.4051 9.97208e-05
  3 4.58333 30.1606 0.000112998
  4 6.41667 56.6489 3.55032e-05
  5 8.25 44.63 -0.000153167
  6 10.0833 50.1663 -7.10822e-05
  7 11.9167 47.2754 9.44528e-05
  8 13.75 46.4363 0.000241268
  9 15.5833 47.9251 0.000268342
  10 17.4167 44.5897 0.000386712
  11 19.25 46.4811 0.000335447
  12 21.0833 46.742 0.000136451
  13 22.9167 47.3574 0.000355961
  14 24.75 49.8089 0.000291562
  15 26.5833 46.4023 0.000222374
  16 28.4167 48.0963 0.000196703
  17 30.25 49.7197 5.01152e-05
  18 32.0833 46.6051 0.000205949
  19 33.9167 47.6711 0.000375303
  20 35.75 50.29 0.000283875
  21 37.5833 46.6617 0.000387618
  22 39.4167 49.4566 0.000384151
  23 41.25 49.2237 0.000116828
  24 43.0833 54.3369 0.000269251
  25 44.9167 33.4823 0.000424757
  26 46.75 78.2586 0.000276305
  27 48.5833 0.168857 0.00372854
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1183000 31 1948.9999999999998
  1 0.916667 362 -0.0017
  2 2.75 64.71 -0.000284799
  3 4.58333 30.9297 -0.000255845
  4 6.41667 56.7469 -7.73347e-05
  5 8.25 46.0331 4.44614e-05
  6 10.0833 48.8189 -4.4125e-05
  7 11.9167 45.97 5.79952e-05
  8 13.75 46.8529 -0.000133674
  9 15.5833 50.028 6.2527e-05
  10 17.4167 48.848 -1.57334e-06
  11 19.25 47.6571 0.000348677
  12 21.0833 48.2391 0.000431235
  13 22.9167 48.5806 0.000308588
  14 24.75 48.512 0.000238624
  15 26.5833 46.8586 0.000244802
  16 28.4167 50.6503 0.000159315
  17 30.25 44.2926 0.000228855
  18 32.0833 48.3334 0.000295158
  19 33.9167 49.3943 0.000387438
  20 35.75 44.8546 0.000391094
  21 37.5833 50.3117 0.000310373
  22 39.4167 49.3974 0.000315331
  23 41.25 48.1637 0.000407171
  24 43.0833 51.8103 0.00038011
  25 44.9167 34.3834 0.000338972
  26 46.75 74.3923 0.000548724
  27 48.5833 0.231143 3.53031e-05
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1186500 31 1949
  1 0.916667 362.05 -0.00170003
  2 2.75 62.0849 -0.000191409
  3 4.58333 30.2631 -0.000142398
  4 6.41667 54.6406 -0.000140612
  5 8.25 46.5937 -0.000159754
  6 10.0833 47.0829 -0.000125306
  7 11.9167 46.8483 0.000250911
  8 13.75 48.5531 -6.65639e-05
  9 15.5833 47.4154 0.000130138
  10 17.4167 48.512 8.86362e-05
  11 19.25 48.2837 0.000120341
  12 21.0833 47.2783 6.74681e-05
  13 22.9167 50.2291 0.000142519
  14 24.75 47.5603 0.000118649
  15 26.5833 47.656 0.000212756
  16 28.4167 49.2314 0.000416594
  17 30.25 44.8849 9.0405e-06
  18 32.0833 48.0586 0.00012984
  19 33.9167 51.0597 0.000357995
  20 35.75 47.8491 0.000140269
  21 37.5833 48.5354 0.000277488
  22 39.4167 50.6091 0.000294209
  23 41.25 46.2634 0.000465822
  24 43.0833 52.4843 0.000311711
  25 44.9167 36.8537 0.000195978
  26 46.75 76.0683 0.000408877
  27 48.5833 0.0505714 0.000360429
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1190000 31 1948.9999999999998
  1 0.916667 362 -0.0017
  2 2.75 62.9066 -2.42163e-05
  3 4.58333 33.5663 0.000121158
  4 6.41667 56.0357 0.000101934
  5 8.25 43.8354 -0.000122577
  6 10.0833 48.1623 -0.000109977
  7 11.9167 47.4714 -0.000138972
  8 13.75 50.552 -5.31458e-05
  9 15.5833 48.0223 -0.000287769
  10 17.4167 49.7274 -0.000182236
  11 19.25 47.4014 -0.000311723
  12 21.0833 51.3623 -8.12714e-05
  13 22.9167 46.93 -0.000169617
  14 24.75 46.3206 8.13429e-05
  15 26.5833 45.7891 0.000127827
  16 28.4167 47.0934 0.00023919
  17 30.25 46.7294 0.000211654
  18 32.0833 49.0637 0.000418292
  19 33.9167 45.8851 0.000269342
  20 35.75 47.9963 0.00027029
  21 37.5833 45.854 0.000245327
  22 39.4167 47.0531 0.000476299
  23 41.25 47.7174 0.000257382
  24 43.0833 53.368 0.000342335
  25 44.9167 36.4103 0.000275659
  26 46.75 79.5749 0.000336635
  27 48.5833 0.171429 0.000331085
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1193500 31 1949
  1 0.916667 362 -0.0017
  2 2.75 62.0486 -9.22687e-05
  3 4.58333 34.0989 0.000147194
  4 6.41667 54.964 3.82233e-05
  5 8.25 45.8837 -0.000123536
  6 10.0833 48.0763 -0.000173276
  7 11.9167 48.2954 -0.000235438
  8 13.75 48.1906 -0.000212816
  9 15.5833 48.0091 -9.33077e-05
  10 17.4167 47.9177 -5.06084e-05
  11 19.25 46.9914 -0.000262554
  12 21.0833 51.1511 -4.32402e-05
  13 22.9167 45.3757 -6.31785e-05
  14 24.75 47.4591 9.21153e-05
  15 26.5833 48.2334 -0.000192121
  16 28.4167 49.0946 -0.000235873
  17 30.25 45.1586 -6.60533e-05
  18 32.0833 49.32 -0.000112655
  19 33.9167 47.9046 0.00014674
  20 35.75 44.8903 0.000140459
  21 37.5833 51.2671 -1.76857e-05
  22 39.4167 43.2706 0.000265118
  23 41.25 49.5854 0.000517366
  24 43.0833 51.53 0.000373494
  25 44.9167 38.0074 0.000581628
  26 46.75 78.0074 0.00059504
  27 48.5833 0.268857 0.000270722
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1197000 31 1949.0000000000002
  1 0.916667 362 -0.0017
  2 2.75 63.2471 -0.000298555
  3 4.58333 33.604 -0.000446373
  4 6.41667 54.0097 -0.000312505
  5 8.25 45.6389 -0.000474372
  6 10.0833 47.2566 -0.000399716
  7 11.9167 46.8591 -0.000330153
  8 13.75 46.9297 -0.00019702
  9 15.5833 46.0346 -0.000219934
  10 17.4167 46.6594 2.80257e-05
  11 19.25 47.494 7.82747e-05
  12 21.0833 47.5617 6.42358e-05
  13 22.9167 49.7926 6.50652e-05
  14 24.75 47.0243 -3.5557e-05
  15 26.5833 48.1266 -0.000107798
  16 28.4167 47.4337 9.26871e-05
  17 30.25 50.3191 0.000133374
  18 32.0833 46.3989 -3.18712e-05
  19 33.9167 46.3751 0.000295605
  20 35.75 52.5049 0.000297765
  21 37.5833 47.4069 0.000356112
  22 39.4167 46.9577 0.000181456
  23 41.25 47.6286 0.00040344
  24 43.0833 52.2657 0.000594435
  25 44.9167 38.6774 0.000540967
  26 46.75 78.772 0.000632344
  27 48.5833 0.0217143 0.0024976
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1200500 31 1949
  1 0.916667 362 -0.0017
  2 2.75 63.2077 -0.000496651
  3 4.58333 34.2209 -0.000512155
  4 6.41667 57.6063 -0.000541425
  5 8.25 44.2517 -0.000260111
  6 10.0833 48.618 -0.000385953
  7 11.9167 48.1294 -0.000528905
  8 13.75 45.4237 -0.000271425
  9 15.5833 46.5577 -6.17772e-05
  10 17.4167 50.0623 -3.332e-05
  11 19.25 46.046 0.000226786
  12 21.0833 46.6754 6.07001e-05
  13 22.9167 49.3977 0.000135598
  14 24.75 46.856 8.16181e-05
  15 26.5833 50.6726 0.000203814
  16 28.4167 46.6451 -6.55662e-05
  17 30.25 46.6797 0.000213624
  18 32.0833 49.1891 0.000313387
  19 33.9167 48.44 0.000278584
  20 35.75 48.6897 0.000231491
  21 37.5833 46.5446 0.000492195
  22 39.4167 49.296 0.000294483
  23 41.25 50.2109 0.00071359
  24 43.0833 51.1254 0.000673771
  25 44.9167 36.7903 0.000586274
  26 46.75 73.5763 0.000580815
  27 48.5833 0.0874286 0.00066977
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1204000 31 1949.0000000000002
  1 0.916667 362.074 -0.00169919
  2 2.75 64.8974 -0.000480485
  3 4.58333 31.8706 -0.000465443
  4 6.41667 56.9397 -0.00040626
  5 8.25 45.6343 -0.000283354
  6 10.0833 46.5769 -0.000129466
  7 11.9167 47.8849 -3.90676e-05
  8 13.75 46.5303 -9.01258e-05
  9 15.5833 47.1017 1.11706e-05
  10 17.4167 50.0049 0.000133909
  11 19.25 46.4306 0.000336265
  12 21.0833 49.5023 0.000123444
  13 22.9167 48.7106 0.000194474
  14 24.75 47.7997 0.000424111
  15 26.5833 47.8689 0.000245163
  16 28.4167 46.7134 2.85725e-05
  17 30.25 46.4949 5.13853e-05
  18 32.0833 49.9903 9.13849e-05
  19 33.9167 46.9503 6.56874e-05
  20 35.75 49.388 0.000255751
  21 37.5833 46.0514 0.000437004
  22 39.4167 48.6223 0.000671319
  23 41.25 46.6683 0.000432204
  24 43.0833 51.942 0.000412527
  25 44.9167 38.5394 0.000657237
  26 46.75 75.6437 0.000623686
  27 48.5833 0.169429 0.00350125
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1207500 31 1949.0000000000002
  1 0.916667 362.016 -0.00170002
  2 2.75 63.918 -0.000275365
  3 4.58333 32.5337 -7.12445e-05
  4 6.41667 54.9826 -0.000260203
  5 8.25 49.1314 -0.000212173
  6 10.0833 43.9394 -0.000192351
  7 11.9167 49.802 -3.39128e-05
  8 13.75 47.2974 0.000189829
  9 15.5833 49.5283 9.2027e-05
  10 17.4167 49.1357 0.000253338
  11 19.25 46.8754 -1.45849e-05
  12 21.0833 50.7123 9.06996e-05
  13 22.9167 44.7983 -0.000139072
  14 24.75 48.5849 -0.000202536
  15 26.5833 49.2914 0.00018275
  16 28.4167 47.334 0.000178682
  17 30.25 46.5869 0.000378112
  18 32.0833 46.7243 0.000467534
  19 33.9167 48.134 0.000315295
  20 35.75 46.73 0.000172957
  21 37.5833 48.8009 0.000108801
  22 39.4167 46.9249 0.00043077
  23 41.25 47.948 0.000679623
  24 43.0833 52.8751 0.000777426
  25 44.9167 36.326 0.00053182
  26 46.75 76.0023 0.000618539
  27 48.5833 0.0668571 0.00468619
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1211000 31 1949.0000000000002
  1 0.916667 362 -0.0017
  2 2.75 61.8357 -0.000126761
  3 4.58333 32.6737 -0.000194524
  4 6.41667 57.1483 -0.000178249
  5 8.25 44.2051 -0.000119439
  6 10.0833 47.6729 1.24303e-06
  7 11.9167 47.9317 0.000107845
  8 13.75 46.4826 -6.10049e-05
  9 15.5833 46.3749 0.000109618
  10 17.4167 49.4814 0.0001683
  11 19.25 46.3811 0.000112786
  12 21.0833 50.2054 2.37837e-07
  13 22.9167 46.4357 6.46381e-05
  14 24.75 46.846 0.000251858
  15 26.5833 47.7703 0.000315989
  16 28.4167 49.9594 0.000526178
  17 30.25 49.7963 0.000422393
  18 32.0833 46.6109 0.000567975
  19 33.9167 48.0363 0.000373614
  20 35.75 47.4063 0.000236638
  21 37.5833 46.8937 0.000285934
  22 39.4167 47.2657 0.000301836
  23 41.25 48.0457 0.000272893
  24 43.0833 53.5549 0.000427423
  25 44.9167 35.6457 0.000151662
  26 46.75 80.1989 0.000238214
  27 48.5833 0.141429 0.00394788
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1214500 31 1949
  1 0.916667 362.09 -0.0017002
  2 2.75 66.562 0.000297648
  3 4.58333 30.8437 0.00025334
  4 6.41667 55.2314 -0.000104148
  5 8.25 45.4306 -0.000274655
  6 10.0833 49.6751 -8.20339e-05
  7 11.9167 48.5651 -5.62018e-05
  8 13.75 47.2977 0.000144191
  9 15.5833 46.4323 -6.0966e-05
  10 17.4167 49.0954 0.000105146
  11 19.25 45.888 0.000420795
  12 21.0833 49.1523 0.00044147
  13 22.9167 47.104 0.00037881
  14 24.75 45.9357 0.000348701
  15 26.5833 46.7209 0.000444175
  16 28.4167 46.6751 0.000272035
  17 30.25 47.2343 0.000351296
  18 32.0833 50.38 0.000397507
  19 33.9167 47.274 0.000625061
  20 35.75 46.4111 0.000627837
  21 37.5833 47.7383 0.000402346
  22 39.4167 45.1277 0.000143985
  23 41.25 49.4906 6.73217e-05
  24 43.0833 54.1186 2.18656e-05
  25 44.9167 37.2191 -2.14095e-05
  26 46.75 79.2054 -0.000113437
  27 48.5833 0.101143 0.00104697
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1218000 31 1949
  1 0.916667 362.041 -0.00170054
  2 2.75 63.3834 -5.43413e-05
  3 4.58333 30.764 -0.00043743
  4 6.41667 55.3891 -0.000348845
  5 8.25 44.4357 -0.000223086
  6 10.0833 48.0674 -0.000392676
  7 11.9167 48.1757 8.67805e-05
  8 13.75 45.6837 6.06782e-05
  9 15.5833 48.3331 0.000148847
  10 17.4167 46.0289 0.000194673
  11 19.25 48.534 0.000180054
  12 21.0833 45.556 0.000146239
  13 22.9167 48.1983 0.000124629
  14 24.75 45.4786 0.000186456
  15 26.5833 47.3966 0.000233052
  16 28.4167 46.9963 0.000300281
  17 30.25 49.4666 0.000284241
  18 32.0833 48.266 0.000236811
  19 33.9167 49.5637 0.000269939
  20 35.75 46.094 0.00026138
  21 37.5833 48.4103 0.000407085
  22 39.4167 48.1597 0.000453838
  23 41.25 51.6163 0.000598432
  24 43.0833 52.0711 0.000425715
  25 44.9167 38.6386 0.000248827
  26 46.75 80.056 0.00031113
  27 48.5833 0.196 0.0024332
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1221500 31 1949.0000000000002
  1 0.916667 362.019 -0.00170013
  2 2.75 62.1423 -0.000447226
  3 4.58333 32.6317 -0.00012904
  4 6.41667 54.8586 0.000180061
  5 8.25 44.8829 0.000201557
  6 10.0833 49.256 2.14624e-05
  7 11.9167 47.1594 0.000153473
  8 13.75 47.2171 -0.000221653
  9 15.5833 47.1714 -0.000252346
  10 17.4167 47.1723 -0.000105725
  11 19.25 46.1474 -0.000134093
  12 21.0833 48.2697 -1.86197e-05
  13 22.9167 47.0826 0.000135623
  14 24.75 51.0726 -8.62346e-05
  15 26.5833 44.494 0.000302729
  16 28.4167 48.756 0.000200878
  17 30.25 47.8069 0.000372881
  18 32.0833 47.772 0.000448829
  19 33.9167 48.6137 0.000383711
  20 35.75 46.6563 0.000206394
  21 37.5833 50.4451 0.000242002
  22 39.4167 45.462 0.000657103
  23 41.25 49.2217 0.00025315
  24 43.0833 53.5274 0.000463661
  25 44.9167 38.9689 0.000558884
  26 46.75 77.8283 0.000567438
  27 48.5833 0.365143 0.00104245
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1225000 31 1948.9999999999995
  1 0.916667 362 -0.0017
  2 2.75 63.2443 -0.000332949
  3 4.58333 34.4643 -0.000422529
  4 6.41667 54.6874 -0.00032248
  5 8.25 45.3397 -0.00011356
  6 10.0833 48.6203 6.95055e-05
  7 11.9167 47.5214 -4.91408e-05
  8 13.75 47.576 0.000146303
  9 15.5833 46.888 0.000124644
  10 17.4167 48.4743 0.000308937
  11 19.25 47.3051 0.000361116
  12 21.0833 46.5129 0.00031111
  13 22.9167 49.2111 -9.21574e-06
  14 24.75 47.1834 0.000170272
  15 26.5833 47.8666 8.89498e-05
  16 28.4167 48.0437 0.000363779
  17 30.25 48.2746 0.000337125
  18 32.0833 47.2951 0.00037621
  19 33.9167 47.9489 0.000289962
  20 35.75 45.7326 0.000405336
  21 37.5833 49.142 0.000324945
  22 39.4167 47.5937 0.000196174
  23 41.25 48.0774 0.000367545
  24 43.0833 53.3131 0.000361938
  25 44.9167 36.912 0.00031336
  26 46.75 77.6614 0.000356326
  27 48.5833 0.110571 0.000839476
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1228500 31 1949.0000000000002
  1 0.916667 362 -0.0017
  2 2.75 61.2529 4.34137e-05
  3 4.58333 32.9617 0.000209146
  4 6.41667 53.8686 -9.69811e-06
  5 8.25 45.2229 -0.000376101
  6 10.0833 45.396 -0.000121752
  7 11.9167 48.5823 7.6647e-05
  8 13.75 44.6617 -0.000189525
  9 15.5833 48.1549 7.90323e-05
  10 17.4167 48.6706 0.000118983
  11 19.25 46.9871 0.000306031
  12 21.0833 47.5823 0.000255777
  13 22.9167 48.1029 0.00045548
  14 24.75 48.972 0.00070316
  15 26.5833 50.9097 0.000326562
  16 28.4167 47.024 0.000202008
  17 30.25 48.5314 0.000210998
  18 32.0833 48.5891 0.000249796
  19 33.9167 51.2394 0.000253911
  20 35.75 47.6331 5.07253e-05
  21 37.5833 50.0037 8.96149e-05
  22 39.4167 46.5303 0.000147468
  23 41.25 50.2526 0.000142638
  24 43.0833 50.5443 8.14078e-05
  25 44.9167 38.202 6.33471e-05
  26 46.75 74.9417 1.34359e-05
  27 48.5833 0.182857 0.0035313
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1232000 31 1949
  1 0.916667 362.078 -0.00169967
  2 2.75 63.0831 0.00018193
  3 4.58333 33.138 0.000357023
  4 6.41667 58.5157 -1.34106e-05
  5 8.25 44.1051 0.000269029
  6 10.0833 46.8414 -7.03708e-05
  7 11.9167 48.1803 -5.2712e-05
  8 13.75 44.6311 -8.9472e-05
  9 15.5833 48.5597 4.23443e-05
  10 17.4167 47.6611 0.000115716
  11 19.25 49.0677 -0.000135624
  12 21.0833 47.61 1.32131e-05
  13 22.9167 49.172 8.46354e-05
  14 24.75 47.2937 0.000154834
  15 26.5833 52.8786 0.00032442
  16 28.4167 45.3077 5.31342e-05
  17 30.25 48.7209 0.000196291
  18 32.0833 48.7437 9.28727e-05
  19 33.9167 45.5386 0.000145845
  20 35.75 50.8634 0.000352085
  21 37.5833 46.3774 0.00027432
  22 39.4167 47.2111 0.000137236
  23 41.25 46.9669 0.000493315
  24 43.0833 52.7577 0.000531635
  25 44.9167 37.9489 0.000184912
  26 46.75 73.522 0.000549393
  27 48.5833 0.226286 0.00163163
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1235500 31 1949
  1 0.916667 362 -0.0017
  2 2.75 60.9226 -0.000139425
  3 4.58333 32.764 0.000162229
  4 6.41667 57.4091 -0.0002172
  5 8.25 42.754 -0.000228382
  6 10.0833 51.4691 -0.000168795
  7 11.9167 46.558 0.000139242
  8 13.75 46.4597 -9.00983e-06
  9 15.5833 48.1166 -3.35335e-05
  10 17.4167 47.7871 -0.000153119
  11 19.25 47.024 -0.000331807
  12 21.0833 47.4077 -0.000141837
  13 22.9167 46.032 -0.000154412
  14 24.75 48.212 -7.11537e-06
  15 26.5833 49.9437 -9.25038e-05
  16 28.4167 47.6657 0.000241888
  17 30.25 47.2637 0.00029054
  18 32.0833 49.7157 0.000227099
  19 33.9167 46.9371 0.000380666
  20 35.75 51.0906 0.000345925
  21 37.5833 47.8 0.000214437
  22 39.4167 46.5586 0.00048761
  23 41.25 47.6997 0.000437437
  24 43.0833 53.0777 0.00083146
  25 44.9167 38.7326 0.000714243
  26 46.75 75.1251 0.000752038
  27 48.5833 0.473714 0.00170369
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1239000 31 1948.9999999999998
  1 0.916667 362.077 -0.00170005
  2 2.75 64.0231 -1.32972e-06
  3 4.58333 33.8851 0.00011542
  4 6.41667 53.4814 3.26904e-06
  5 8.25 44.5654 -0.000192002
  6 10.0833 49.0686 4.97829e-05
  7 11.9167 46.0443 -9.5812e-05
  8 13.75 46.8663 0.000175714
  9 15.5833 49.7023 8.47592e-05
  10 17.4167 46.5043 0.000183684
  11 19.25 50.098 -0.000107832
  12 21.0833 47.3583 0.000143166
  13 22.9167 47.5346 0.000146319
  14 24.75 50.0443 0.000221655
  15 26.5833 47.4937 5.95761e-05
  16 28.4167 51.7017 3.55044e-05
  17 30.25 45.686 0.000192497
  18 32.0833 48.052 0.000287992
  19 33.9167 47.8489 0.000430151
  20 35.75 48.3843 0.000534756
  21 37.5833 47.3769 0.000276062
  22 39.4167 46.1703 0.000236242
  23 41.25 48.15 0.000388179
  24 43.0833 53.278 0.000120409
  25 44.9167 37.1929 -3.96183e-05
  26 46.75 74.3003 0.000107319
  27 48.5833 0.111714 -0.00138949
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1242500 31 1948.9999999999995
  1 0.916667 362 -0.0017
  2 2.75 63.098 -0.000482677
  3 4.58333 33.9637 -0.000212273
  4 6.41667 55.4177 -0.000120767
  5 8.25 42.24 -0.000109204
  6 10.0833 49.0003 0.000190004
  7 11.9167 50.3354 0.000257586
  8 13.75 44.5991 0.000134663
  9 15.5833 49.96 3.63932e-05
  10 17.4167 48.6729 -8.40196e-05
  11 19.25 47.4717 6.12007e-05
  12 21.0833 46.608 0.000341776
  13 22.9167 47.828 0.00026707
  14 24.75 48.6571 0.000307364
  15 26.5833 48.6089 0.000208572
  16 28.4167 47.2709 0.000315731
  17 30.25 48.6043 0.000318587
  18 32.0833 46.8911 7.55687e-05
  19 33.9167 49.6606 7.27355e-05
  20 35.75 49.0869 -0.000106841
  21 37.5833 48.7071 -4.26168e-05
  22 39.4167 44.946 -0.000139679
  23 41.25 46.8111 8.50402e-05
  24 43.0833 56.0923 7.65748e-05
  25 44.9167 33.9403 0.00016553
  26 46.75 76.2431 3.81182e-05
  27 48.5833 0.285429 0.00192571
  28 50.4167 362 0.0017
  29 52.25 0 0
  30 54.0833 0 0
  31 55.9167 0 0
1246000 31 1949
  1 0.916667 362 -0.0017
  2 2.75 62.9483 -0.00036717
  3 4.58333 31.496 -0.000342584
  4 6.41667 54.276 -0.000311275
  5 8.25 43.2329 -0.00016704
  6 10.0833 48.93 -0.00011942
  7 11.9167 46.1703 -4.80181e-05
